NIM,Nama Mahasiswa,Jenis Kelamin,Tanggal Lahir,Alamat,Program Studi,Tahun Masuk
NIM01121,Mahasiswa_1121,Perempuan,6/9/2004 0:00,Jakarta,Akuntansi,2022
NIM01122,Mahasiswa_1122,Laki-Laki,1/28/2004 0:00,Bandung,Manajemen,2018
NIM01123,Mahasiswa_1123,Laki-Laki,9/13/2000 0:00,Bandung,Kedokteran,2017
NIM01124,Mahasiswa_1124,Laki-Laki,6/14/1995 0:00,Yogyakarta,Akuntansi,2023
NIM01125,Mahasiswa_1125,Perempuan,3/4/2003 0:00,Jakarta,Hukum,2023
NIM01126,Mahasiswa_1126,Perempuan,1/22/1996 0:00,Bandung,Manajemen,2020
NIM01127,Mahasiswa_1127,Perempuan,3/11/1999 0:00,Medan,Hukum,2019
NIM01128,Mahasiswa_1128,Perempuan,4/6/2003 0:00,Surabaya,Hukum,2019
NIM01129,Mahasiswa_1129,Perempuan,6/12/1998 0:00,Bandung,Hukum,2021
NIM01130,Mahasiswa_1130,Perempuan,3/20/1997 0:00,Jakarta,Teknik Informatika,2018
NIM01131,Mahasiswa_1131,Perempuan,1/5/2001 0:00,Bandung,Hukum,2018
NIM01132,Mahasiswa_1132,Perempuan,11/11/2000 0:00,Surabaya,Kedokteran,2023
NIM01133,Mahasiswa_1133,Perempuan,4/30/2002 0:00,Jakarta,Kedokteran,2021
NIM01134,Mahasiswa_1134,Laki-Laki,10/29/1997 0:00,Yogyakarta,Akuntansi,2017
NIM01135,Mahasiswa_1135,Laki-Laki,6/27/1999 0:00,Jakarta,Hukum,2019
NIM01136,Mahasiswa_1136,Laki-Laki,6/24/2004 0:00,Yogyakarta,Hukum,2019
NIM01137,Mahasiswa_1137,Laki-Laki,8/5/1998 0:00,Jakarta,Manajemen,2023
NIM01138,Mahasiswa_1138,Perempuan,2/25/1998 0:00,Surabaya,Teknik Informatika,2018
NIM01139,Mahasiswa_1139,Perempuan,7/6/1998 0:00,Surabaya,Akuntansi,2023
NIM01140,Mahasiswa_1140,Laki-Laki,8/19/2004 0:00,Jakarta,Hukum,2018
NIM01141,Mahasiswa_1141,Perempuan,9/12/2002 0:00,Bandung,Manajemen,2021
NIM01142,Mahasiswa_1142,Laki-Laki,4/13/2000 0:00,Surabaya,Teknik Informatika,2020
NIM01143,Mahasiswa_1143,Perempuan,3/18/1997 0:00,Yogyakarta,Akuntansi,2017
NIM01144,Mahasiswa_1144,Laki-Laki,8/17/2004 0:00,Yogyakarta,Akuntansi,2022
NIM01145,Mahasiswa_1145,Perempuan,9/15/1999 0:00,Medan,Hukum,2020
NIM01146,Mahasiswa_1146,Perempuan,9/20/2000 0:00,Yogyakarta,Akuntansi,2020
NIM01147,Mahasiswa_1147,Laki-Laki,11/27/1999 0:00,Medan,Manajemen,2018
NIM01148,Mahasiswa_1148,Perempuan,6/30/2000 0:00,Jakarta,Akuntansi,2018
NIM01149,Mahasiswa_1149,Laki-Laki,9/13/2002 0:00,Jakarta,Kedokteran,2018
NIM01150,Mahasiswa_1150,Laki-Laki,2/7/2001 0:00,Jakarta,Manajemen,2020
NIM01151,Mahasiswa_1151,Laki-Laki,6/25/1999 0:00,Bandung,Teknik Informatika,2023
NIM01152,Mahasiswa_1152,Laki-Laki,1/27/2004 0:00,Bandung,Teknik Informatika,2017
NIM01153,Mahasiswa_1153,Perempuan,10/2/2000 0:00,Medan,Hukum,2023
NIM01154,Mahasiswa_1154,Perempuan,5/20/1998 0:00,Yogyakarta,Hukum,2018
NIM01155,Mahasiswa_1155,Perempuan,10/26/2003 0:00,Yogyakarta,Kedokteran,2019
NIM01156,Mahasiswa_1156,Laki-Laki,10/14/1998 0:00,Jakarta,Teknik Informatika,2023
NIM01157,Mahasiswa_1157,Perempuan,4/1/1995 0:00,Surabaya,Teknik Informatika,2017
NIM01158,Mahasiswa_1158,Laki-Laki,3/2/2001 0:00,Bandung,Teknik Informatika,2019
NIM01159,Mahasiswa_1159,Perempuan,12/31/2001 0:00,Bandung,Teknik Informatika,2017
NIM01160,Mahasiswa_1160,Perempuan,12/13/1998 0:00,Jakarta,Akuntansi,2018
NIM01161,Mahasiswa_1161,Perempuan,6/12/1997 0:00,Bandung,Manajemen,2023
NIM01162,Mahasiswa_1162,Laki-Laki,12/17/2002 0:00,Jakarta,Manajemen,2022
NIM01163,Mahasiswa_1163,Perempuan,5/23/1999 0:00,Medan,Kedokteran,2021
NIM01164,Mahasiswa_1164,Perempuan,9/9/2004 0:00,Yogyakarta,Akuntansi,2018
NIM01165,Mahasiswa_1165,Laki-Laki,9/26/2001 0:00,Surabaya,Teknik Informatika,2020
NIM01166,Mahasiswa_1166,Perempuan,10/18/1998 0:00,Yogyakarta,Teknik Informatika,2022
NIM01167,Mahasiswa_1167,Laki-Laki,7/6/1998 0:00,Yogyakarta,Hukum,2020
NIM01168,Mahasiswa_1168,Perempuan,10/31/2002 0:00,Medan,Hukum,2017
NIM01169,Mahasiswa_1169,Laki-Laki,10/18/2002 0:00,Bandung,Kedokteran,2020
NIM01170,Mahasiswa_1170,Laki-Laki,3/26/1996 0:00,Surabaya,Teknik Informatika,2022
NIM01171,Mahasiswa_1171,Perempuan,6/14/1996 0:00,Bandung,Kedokteran,2022
NIM01172,Mahasiswa_1172,Laki-Laki,4/24/1997 0:00,Yogyakarta,Akuntansi,2018
NIM01173,Mahasiswa_1173,Laki-Laki,12/22/1997 0:00,Jakarta,Manajemen,2019
NIM01174,Mahasiswa_1174,Laki-Laki,7/2/1995 0:00,Yogyakarta,Teknik Informatika,2018
NIM01175,Mahasiswa_1175,Laki-Laki,7/26/1997 0:00,Bandung,Akuntansi,2017
NIM01176,Mahasiswa_1176,Laki-Laki,9/12/2000 0:00,Yogyakarta,Teknik Informatika,2020
NIM01177,Mahasiswa_1177,Laki-Laki,8/23/2002 0:00,Jakarta,Hukum,2019
NIM01178,Mahasiswa_1178,Perempuan,12/20/2004 0:00,Medan,Kedokteran,2023
NIM01179,Mahasiswa_1179,Laki-Laki,1/3/2000 0:00,Bandung,Hukum,2021
NIM01180,Mahasiswa_1180,Laki-Laki,7/27/1999 0:00,Yogyakarta,Manajemen,2022
NIM01181,Mahasiswa_1181,Perempuan,7/16/1998 0:00,Bandung,Hukum,2019
NIM01182,Mahasiswa_1182,Perempuan,12/7/1997 0:00,Medan,Teknik Informatika,2023
NIM01183,Mahasiswa_1183,Perempuan,5/5/1998 0:00,Yogyakarta,Hukum,2019
NIM01184,Mahasiswa_1184,Perempuan,5/18/2001 0:00,Yogyakarta,Teknik Informatika,2018
NIM01185,Mahasiswa_1185,Perempuan,12/5/1995 0:00,Bandung,Manajemen,2023
NIM01186,Mahasiswa_1186,Perempuan,1/25/2001 0:00,Bandung,Hukum,2021
NIM01187,Mahasiswa_1187,Perempuan,3/9/1995 0:00,Jakarta,Kedokteran,2022
NIM01188,Mahasiswa_1188,Laki-Laki,3/1/1996 0:00,Medan,Kedokteran,2017
NIM01189,Mahasiswa_1189,Laki-Laki,1/29/1998 0:00,Jakarta,Kedokteran,2017
NIM01190,Mahasiswa_1190,Perempuan,1/19/1995 0:00,Yogyakarta,Hukum,2019
NIM01191,Mahasiswa_1191,Laki-Laki,6/20/2003 0:00,Bandung,Hukum,2023
NIM01192,Mahasiswa_1192,Laki-Laki,3/14/2000 0:00,Yogyakarta,Hukum,2019
NIM01193,Mahasiswa_1193,Laki-Laki,3/2/1995 0:00,Yogyakarta,Teknik Informatika,2020
NIM01194,Mahasiswa_1194,Perempuan,6/2/1995 0:00,Surabaya,Manajemen,2021
NIM01195,Mahasiswa_1195,Perempuan,10/2/2000 0:00,Surabaya,Kedokteran,2022
NIM01196,Mahasiswa_1196,Laki-Laki,2/17/1998 0:00,Yogyakarta,Teknik Informatika,2019
NIM01197,Mahasiswa_1197,Perempuan,7/30/1998 0:00,Bandung,Kedokteran,2020
NIM01198,Mahasiswa_1198,Laki-Laki,12/8/2000 0:00,Yogyakarta,Teknik Informatika,2023
NIM01199,Mahasiswa_1199,Laki-Laki,5/19/2001 0:00,Surabaya,Hukum,2021
NIM01200,Mahasiswa_1200,Laki-Laki,4/20/2003 0:00,Bandung,Kedokteran,2022
NIM01201,Mahasiswa_1201,Laki-Laki,7/1/2004 0:00,Yogyakarta,Hukum,2017
NIM01202,Mahasiswa_1202,Perempuan,1/28/1999 0:00,Medan,Kedokteran,2020
NIM01203,Mahasiswa_1203,Perempuan,7/16/2003 0:00,Medan,Akuntansi,2023
NIM01204,Mahasiswa_1204,Perempuan,7/10/1998 0:00,Yogyakarta,Teknik Informatika,2021
NIM01205,Mahasiswa_1205,Laki-Laki,11/10/2004 0:00,Bandung,Akuntansi,2020
NIM01206,Mahasiswa_1206,Perempuan,2/20/1996 0:00,Yogyakarta,Teknik Informatika,2019
NIM01207,Mahasiswa_1207,Laki-Laki,5/29/1997 0:00,Yogyakarta,Manajemen,2018
NIM01208,Mahasiswa_1208,Perempuan,9/25/1995 0:00,Surabaya,Kedokteran,2017
NIM01209,Mahasiswa_1209,Laki-Laki,2/19/2000 0:00,Medan,Manajemen,2019
NIM01210,Mahasiswa_1210,Laki-Laki,9/2/2000 0:00,Surabaya,Manajemen,2019
NIM01211,Mahasiswa_1211,Laki-Laki,4/23/1995 0:00,Surabaya,Teknik Informatika,2023
NIM01212,Mahasiswa_1212,Perempuan,6/19/1997 0:00,Yogyakarta,Akuntansi,2023
NIM01213,Mahasiswa_1213,Perempuan,6/15/1999 0:00,Surabaya,Hukum,2021
NIM01214,Mahasiswa_1214,Perempuan,1/14/1997 0:00,Medan,Teknik Informatika,2023
NIM01215,Mahasiswa_1215,Perempuan,7/21/2004 0:00,Surabaya,Hukum,2020
NIM01216,Mahasiswa_1216,Laki-Laki,10/15/1997 0:00,Medan,Manajemen,2017
NIM01217,Mahasiswa_1217,Perempuan,7/7/2004 0:00,Surabaya,Hukum,2019
NIM01218,Mahasiswa_1218,Perempuan,6/4/1997 0:00,Medan,Akuntansi,2021
NIM01219,Mahasiswa_1219,Laki-Laki,2/24/1999 0:00,Surabaya,Teknik Informatika,2017
NIM01220,Mahasiswa_1220,Laki-Laki,7/1/1999 0:00,Surabaya,Akuntansi,2023
NIM01221,Mahasiswa_1221,Laki-Laki,7/29/1998 0:00,Bandung,Akuntansi,2023
NIM01222,Mahasiswa_1222,Perempuan,3/16/1995 0:00,Medan,Teknik Informatika,2020
NIM01223,Mahasiswa_1223,Laki-Laki,10/4/1999 0:00,Medan,Akuntansi,2023
NIM01224,Mahasiswa_1224,Laki-Laki,5/12/2004 0:00,Medan,Kedokteran,2019
NIM01225,Mahasiswa_1225,Laki-Laki,12/9/1999 0:00,Jakarta,Kedokteran,2022
NIM01226,Mahasiswa_1226,Perempuan,2/28/1998 0:00,Surabaya,Kedokteran,2019
NIM01227,Mahasiswa_1227,Laki-Laki,12/10/2000 0:00,Medan,Hukum,2019
NIM01228,Mahasiswa_1228,Perempuan,6/30/2004 0:00,Jakarta,Akuntansi,2023
NIM01229,Mahasiswa_1229,Perempuan,12/5/1998 0:00,Bandung,Teknik Informatika,2017
NIM01230,Mahasiswa_1230,Laki-Laki,11/17/2001 0:00,Medan,Teknik Informatika,2023
NIM01231,Mahasiswa_1231,Laki-Laki,3/5/2001 0:00,Medan,Hukum,2017
NIM01232,Mahasiswa_1232,Perempuan,11/22/1996 0:00,Jakarta,Teknik Informatika,2017
NIM01233,Mahasiswa_1233,Laki-Laki,9/17/1997 0:00,Surabaya,Kedokteran,2017
NIM01234,Mahasiswa_1234,Laki-Laki,7/12/1995 0:00,Bandung,Akuntansi,2021
NIM01235,Mahasiswa_1235,Perempuan,5/23/2002 0:00,Medan,Teknik Informatika,2018
NIM01236,Mahasiswa_1236,Perempuan,4/14/2003 0:00,Surabaya,Teknik Informatika,2023
NIM01237,Mahasiswa_1237,Laki-Laki,8/2/1998 0:00,Bandung,Manajemen,2021
NIM01238,Mahasiswa_1238,Perempuan,8/29/2000 0:00,Yogyakarta,Manajemen,2019
NIM01239,Mahasiswa_1239,Laki-Laki,7/28/2003 0:00,Yogyakarta,Manajemen,2021
NIM01240,Mahasiswa_1240,Laki-Laki,4/2/2000 0:00,Bandung,Akuntansi,2020
NIM01241,Mahasiswa_1241,Laki-Laki,5/22/2003 0:00,Jakarta,Kedokteran,2022
NIM01242,Mahasiswa_1242,Perempuan,4/22/1998 0:00,Bandung,Kedokteran,2017
NIM01243,Mahasiswa_1243,Laki-Laki,2/28/2002 0:00,Bandung,Kedokteran,2023
NIM01244,Mahasiswa_1244,Laki-Laki,2/12/2003 0:00,Jakarta,Akuntansi,2020
NIM01245,Mahasiswa_1245,Laki-Laki,7/26/1998 0:00,Jakarta,Akuntansi,2023
NIM01246,Mahasiswa_1246,Perempuan,9/25/1999 0:00,Surabaya,Manajemen,2022
NIM01247,Mahasiswa_1247,Perempuan,10/23/2002 0:00,Surabaya,Teknik Informatika,2020
NIM01248,Mahasiswa_1248,Perempuan,4/27/2004 0:00,Jakarta,Hukum,2023
NIM01249,Mahasiswa_1249,Perempuan,1/20/2000 0:00,Yogyakarta,Hukum,2019
NIM01250,Mahasiswa_1250,Perempuan,8/10/2001 0:00,Yogyakarta,Teknik Informatika,2017
NIM01251,Mahasiswa_1251,Laki-Laki,6/15/1997 0:00,Bandung,Manajemen,2020
NIM01252,Mahasiswa_1252,Perempuan,5/11/2001 0:00,Medan,Teknik Informatika,2019
NIM01253,Mahasiswa_1253,Perempuan,6/5/2002 0:00,Bandung,Teknik Informatika,2017
NIM01254,Mahasiswa_1254,Perempuan,7/2/2004 0:00,Bandung,Hukum,2018
NIM01255,Mahasiswa_1255,Laki-Laki,3/30/2000 0:00,Medan,Manajemen,2019
NIM01256,Mahasiswa_1256,Perempuan,4/3/2004 0:00,Jakarta,Akuntansi,2021
NIM01257,Mahasiswa_1257,Perempuan,1/13/2003 0:00,Yogyakarta,Hukum,2023
NIM01258,Mahasiswa_1258,Laki-Laki,11/17/2000 0:00,Bandung,Akuntansi,2017
NIM01259,Mahasiswa_1259,Perempuan,10/20/2003 0:00,Medan,Manajemen,2020
NIM01260,Mahasiswa_1260,Laki-Laki,8/18/1998 0:00,Surabaya,Teknik Informatika,2022
NIM01261,Mahasiswa_1261,Laki-Laki,11/18/2002 0:00,Bandung,Kedokteran,2020
NIM01262,Mahasiswa_1262,Laki-Laki,10/19/1998 0:00,Yogyakarta,Kedokteran,2021
NIM01263,Mahasiswa_1263,Laki-Laki,1/26/1996 0:00,Jakarta,Manajemen,2023
NIM01264,Mahasiswa_1264,Laki-Laki,3/15/2004 0:00,Bandung,Kedokteran,2021
NIM01265,Mahasiswa_1265,Perempuan,12/30/2003 0:00,Bandung,Akuntansi,2020
NIM01266,Mahasiswa_1266,Laki-Laki,10/26/1999 0:00,Medan,Kedokteran,2023
NIM01267,Mahasiswa_1267,Laki-Laki,5/30/1998 0:00,Surabaya,Manajemen,2022
NIM01268,Mahasiswa_1268,Perempuan,5/27/1996 0:00,Surabaya,Manajemen,2017
NIM01269,Mahasiswa_1269,Laki-Laki,1/8/1995 0:00,Jakarta,Akuntansi,2023
NIM01270,Mahasiswa_1270,Perempuan,1/29/2001 0:00,Yogyakarta,Kedokteran,2019
NIM01271,Mahasiswa_1271,Perempuan,10/22/2000 0:00,Jakarta,Kedokteran,2023
NIM01272,Mahasiswa_1272,Perempuan,7/27/1996 0:00,Bandung,Teknik Informatika,2021
NIM01273,Mahasiswa_1273,Laki-Laki,5/8/2002 0:00,Bandung,Hukum,2021
NIM01274,Mahasiswa_1274,Laki-Laki,12/6/1998 0:00,Surabaya,Manajemen,2021
NIM01275,Mahasiswa_1275,Laki-Laki,4/26/2002 0:00,Yogyakarta,Teknik Informatika,2022
NIM01276,Mahasiswa_1276,Perempuan,5/24/2001 0:00,Medan,Manajemen,2023
NIM01277,Mahasiswa_1277,Laki-Laki,11/14/1999 0:00,Yogyakarta,Teknik Informatika,2023
NIM01278,Mahasiswa_1278,Laki-Laki,8/22/2004 0:00,Bandung,Hukum,2018
NIM01279,Mahasiswa_1279,Laki-Laki,1/7/2004 0:00,Medan,Teknik Informatika,2022
NIM01280,Mahasiswa_1280,Perempuan,2/14/2002 0:00,Yogyakarta,Manajemen,2017
NIM01281,Mahasiswa_1281,Perempuan,8/27/2003 0:00,Yogyakarta,Kedokteran,2017
NIM01282,Mahasiswa_1282,Laki-Laki,6/4/1999 0:00,Medan,Manajemen,2017
NIM01283,Mahasiswa_1283,Laki-Laki,6/29/2004 0:00,Bandung,Akuntansi,2017
NIM01284,Mahasiswa_1284,Laki-Laki,8/3/1999 0:00,Yogyakarta,Akuntansi,2017
NIM01285,Mahasiswa_1285,Laki-Laki,3/28/1996 0:00,Medan,Akuntansi,2020
NIM01286,Mahasiswa_1286,Perempuan,9/13/1999 0:00,Bandung,Akuntansi,2021
NIM01287,Mahasiswa_1287,Perempuan,3/14/1997 0:00,Medan,Hukum,2022
NIM01288,Mahasiswa_1288,Perempuan,6/28/2001 0:00,Medan,Kedokteran,2020
NIM01289,Mahasiswa_1289,Perempuan,7/30/2004 0:00,Yogyakarta,Kedokteran,2022
NIM01290,Mahasiswa_1290,Laki-Laki,10/20/1999 0:00,Bandung,Manajemen,2018
NIM01291,Mahasiswa_1291,Laki-Laki,8/22/2002 0:00,Yogyakarta,Teknik Informatika,2023
NIM01292,Mahasiswa_1292,Laki-Laki,8/27/1995 0:00,Jakarta,Manajemen,2019
NIM01293,Mahasiswa_1293,Perempuan,8/11/1997 0:00,Jakarta,Manajemen,2021
NIM01294,Mahasiswa_1294,Laki-Laki,4/29/1997 0:00,Bandung,Manajemen,2018
NIM01295,Mahasiswa_1295,Perempuan,11/9/2003 0:00,Medan,Manajemen,2020
NIM01296,Mahasiswa_1296,Perempuan,9/21/1999 0:00,Yogyakarta,Kedokteran,2019
NIM01297,Mahasiswa_1297,Laki-Laki,7/26/2003 0:00,Yogyakarta,Teknik Informatika,2023
NIM01298,Mahasiswa_1298,Laki-Laki,4/5/2003 0:00,Bandung,Manajemen,2018
NIM01299,Mahasiswa_1299,Laki-Laki,8/10/1995 0:00,Bandung,Kedokteran,2023
NIM01300,Mahasiswa_1300,Perempuan,10/2/1996 0:00,Jakarta,Manajemen,2023
NIM01301,Mahasiswa_1301,Laki-Laki,8/19/1999 0:00,Surabaya,Akuntansi,2022
NIM01302,Mahasiswa_1302,Perempuan,11/5/1998 0:00,Bandung,Manajemen,2019
NIM01303,Mahasiswa_1303,Laki-Laki,4/28/2004 0:00,Surabaya,Manajemen,2022
NIM01304,Mahasiswa_1304,Perempuan,9/25/2003 0:00,Bandung,Hukum,2023
NIM01305,Mahasiswa_1305,Perempuan,9/30/2001 0:00,Medan,Akuntansi,2018
NIM01306,Mahasiswa_1306,Laki-Laki,3/4/2000 0:00,Medan,Teknik Informatika,2023
NIM01307,Mahasiswa_1307,Perempuan,10/25/2001 0:00,Jakarta,Manajemen,2020
NIM01308,Mahasiswa_1308,Perempuan,12/16/1995 0:00,Jakarta,Teknik Informatika,2023
NIM01309,Mahasiswa_1309,Laki-Laki,1/11/1995 0:00,Surabaya,Akuntansi,2022
NIM01310,Mahasiswa_1310,Perempuan,4/8/2002 0:00,Bandung,Manajemen,2019
NIM01311,Mahasiswa_1311,Laki-Laki,3/11/1996 0:00,Yogyakarta,Hukum,2018
NIM01312,Mahasiswa_1312,Perempuan,12/29/2004 0:00,Jakarta,Kedokteran,2022
NIM01313,Mahasiswa_1313,Laki-Laki,2/27/2003 0:00,Yogyakarta,Hukum,2023
NIM01314,Mahasiswa_1314,Laki-Laki,10/17/2001 0:00,Yogyakarta,Hukum,2020
NIM01315,Mahasiswa_1315,Perempuan,9/7/2000 0:00,Bandung,Kedokteran,2021
NIM01316,Mahasiswa_1316,Perempuan,10/3/1995 0:00,Surabaya,Kedokteran,2020
NIM01317,Mahasiswa_1317,Perempuan,2/19/1995 0:00,Bandung,Kedokteran,2023
NIM01318,Mahasiswa_1318,Perempuan,12/23/1996 0:00,Jakarta,Manajemen,2020
NIM01319,Mahasiswa_1319,Perempuan,8/3/2000 0:00,Yogyakarta,Teknik Informatika,2021
NIM01320,Mahasiswa_1320,Laki-Laki,2/21/2000 0:00,Bandung,Teknik Informatika,2020
NIM01321,Mahasiswa_1321,Perempuan,9/27/1996 0:00,Bandung,Kedokteran,2021
NIM01322,Mahasiswa_1322,Laki-Laki,3/25/1995 0:00,Bandung,Hukum,2023
NIM01323,Mahasiswa_1323,Laki-Laki,10/19/2004 0:00,Jakarta,Akuntansi,2021
NIM01324,Mahasiswa_1324,Perempuan,5/6/1999 0:00,Surabaya,Kedokteran,2022
NIM01325,Mahasiswa_1325,Laki-Laki,10/23/1999 0:00,Bandung,Hukum,2022
NIM01326,Mahasiswa_1326,Laki-Laki,3/12/1996 0:00,Jakarta,Hukum,2021
NIM01327,Mahasiswa_1327,Laki-Laki,10/22/2000 0:00,Yogyakarta,Manajemen,2018
NIM01328,Mahasiswa_1328,Laki-Laki,8/24/2003 0:00,Medan,Manajemen,2019
NIM01329,Mahasiswa_1329,Perempuan,2/25/1996 0:00,Jakarta,Teknik Informatika,2018
NIM01330,Mahasiswa_1330,Laki-Laki,12/25/2004 0:00,Medan,Teknik Informatika,2021
NIM01331,Mahasiswa_1331,Perempuan,4/19/1996 0:00,Bandung,Akuntansi,2019
NIM01332,Mahasiswa_1332,Perempuan,7/11/1997 0:00,Bandung,Akuntansi,2022
NIM01333,Mahasiswa_1333,Laki-Laki,4/3/2001 0:00,Jakarta,Akuntansi,2019
NIM01334,Mahasiswa_1334,Perempuan,12/15/2000 0:00,Medan,Akuntansi,2021
NIM01335,Mahasiswa_1335,Perempuan,2/25/2002 0:00,Bandung,Hukum,2022
NIM01336,Mahasiswa_1336,Perempuan,3/1/2002 0:00,Yogyakarta,Hukum,2019
NIM01337,Mahasiswa_1337,Laki-Laki,5/17/2000 0:00,Surabaya,Teknik Informatika,2019
NIM01338,Mahasiswa_1338,Perempuan,2/8/2004 0:00,Surabaya,Manajemen,2018
NIM01339,Mahasiswa_1339,Perempuan,1/28/1997 0:00,Bandung,Manajemen,2019
NIM01340,Mahasiswa_1340,Perempuan,2/18/1997 0:00,Medan,Kedokteran,2023
NIM01341,Mahasiswa_1341,Laki-Laki,5/5/1995 0:00,Bandung,Hukum,2021
NIM01342,Mahasiswa_1342,Perempuan,1/13/2001 0:00,Medan,Akuntansi,2017
NIM01343,Mahasiswa_1343,Laki-Laki,2/5/1999 0:00,Yogyakarta,Akuntansi,2017
NIM01344,Mahasiswa_1344,Laki-Laki,4/11/1998 0:00,Medan,Kedokteran,2017
NIM01345,Mahasiswa_1345,Laki-Laki,10/8/2004 0:00,Bandung,Manajemen,2021
NIM01346,Mahasiswa_1346,Laki-Laki,3/27/1998 0:00,Yogyakarta,Akuntansi,2017
NIM01347,Mahasiswa_1347,Laki-Laki,1/4/1998 0:00,Jakarta,Manajemen,2018
NIM01348,Mahasiswa_1348,Laki-Laki,8/10/2000 0:00,Surabaya,Kedokteran,2021
NIM01349,Mahasiswa_1349,Perempuan,12/4/2002 0:00,Bandung,Manajemen,2023
NIM01350,Mahasiswa_1350,Laki-Laki,6/15/2002 0:00,Bandung,Manajemen,2022
NIM01351,Mahasiswa_1351,Perempuan,12/10/1999 0:00,Bandung,Manajemen,2023
NIM01352,Mahasiswa_1352,Perempuan,10/4/2000 0:00,Yogyakarta,Akuntansi,2021
NIM01353,Mahasiswa_1353,Laki-Laki,5/10/1998 0:00,Jakarta,Teknik Informatika,2021
NIM01354,Mahasiswa_1354,Perempuan,1/31/2003 0:00,Medan,Hukum,2019
NIM01355,Mahasiswa_1355,Perempuan,1/11/2002 0:00,Jakarta,Manajemen,2019
NIM01356,Mahasiswa_1356,Perempuan,10/28/2004 0:00,Yogyakarta,Manajemen,2019
NIM01357,Mahasiswa_1357,Perempuan,4/5/2004 0:00,Bandung,Manajemen,2020
NIM01358,Mahasiswa_1358,Laki-Laki,7/9/1995 0:00,Surabaya,Teknik Informatika,2018
NIM01359,Mahasiswa_1359,Perempuan,7/10/1996 0:00,Bandung,Kedokteran,2021
NIM01360,Mahasiswa_1360,Laki-Laki,9/23/2003 0:00,Medan,Akuntansi,2023
NIM01361,Mahasiswa_1361,Perempuan,5/8/2002 0:00,Surabaya,Teknik Informatika,2021
NIM01362,Mahasiswa_1362,Perempuan,8/26/1997 0:00,Bandung,Manajemen,2019
NIM01363,Mahasiswa_1363,Laki-Laki,12/21/2002 0:00,Surabaya,Teknik Informatika,2021
NIM01364,Mahasiswa_1364,Perempuan,4/22/1995 0:00,Jakarta,Teknik Informatika,2022
NIM01365,Mahasiswa_1365,Perempuan,11/11/2004 0:00,Yogyakarta,Teknik Informatika,2021
NIM01366,Mahasiswa_1366,Perempuan,12/9/1998 0:00,Bandung,Kedokteran,2023
NIM01367,Mahasiswa_1367,Laki-Laki,5/25/1997 0:00,Medan,Hukum,2017
NIM01368,Mahasiswa_1368,Perempuan,3/5/2000 0:00,Jakarta,Akuntansi,2022
NIM01369,Mahasiswa_1369,Laki-Laki,9/4/2001 0:00,Bandung,Kedokteran,2022
NIM01370,Mahasiswa_1370,Perempuan,8/11/1998 0:00,Jakarta,Kedokteran,2021
NIM01371,Mahasiswa_1371,Laki-Laki,11/9/2001 0:00,Medan,Hukum,2020
NIM01372,Mahasiswa_1372,Laki-Laki,4/16/2003 0:00,Bandung,Kedokteran,2019
NIM01373,Mahasiswa_1373,Perempuan,6/29/1996 0:00,Medan,Teknik Informatika,2018
NIM01374,Mahasiswa_1374,Perempuan,7/3/1997 0:00,Surabaya,Teknik Informatika,2018
NIM01375,Mahasiswa_1375,Laki-Laki,8/14/1999 0:00,Medan,Manajemen,2017
NIM01376,Mahasiswa_1376,Laki-Laki,9/22/1997 0:00,Surabaya,Kedokteran,2018
NIM01377,Mahasiswa_1377,Perempuan,10/5/2002 0:00,Bandung,Manajemen,2018
NIM01378,Mahasiswa_1378,Laki-Laki,3/29/2004 0:00,Surabaya,Akuntansi,2019
NIM01379,Mahasiswa_1379,Perempuan,6/25/2002 0:00,Bandung,Teknik Informatika,2019
NIM01380,Mahasiswa_1380,Perempuan,1/18/2002 0:00,Bandung,Akuntansi,2020
NIM01381,Mahasiswa_1381,Perempuan,4/16/2003 0:00,Yogyakarta,Hukum,2023
NIM01382,Mahasiswa_1382,Perempuan,9/28/1998 0:00,Bandung,Teknik Informatika,2017
NIM01383,Mahasiswa_1383,Laki-Laki,11/15/1999 0:00,Surabaya,Akuntansi,2018
NIM01384,Mahasiswa_1384,Perempuan,6/16/1999 0:00,Yogyakarta,Hukum,2020
NIM01385,Mahasiswa_1385,Laki-Laki,1/13/2002 0:00,Yogyakarta,Akuntansi,2017
NIM01386,Mahasiswa_1386,Perempuan,12/3/2001 0:00,Bandung,Hukum,2022
NIM01387,Mahasiswa_1387,Laki-Laki,2/1/2003 0:00,Medan,Hukum,2018
NIM01388,Mahasiswa_1388,Perempuan,2/9/2002 0:00,Medan,Teknik Informatika,2018
NIM01389,Mahasiswa_1389,Laki-Laki,5/27/1996 0:00,Yogyakarta,Manajemen,2019
NIM01390,Mahasiswa_1390,Laki-Laki,8/5/2004 0:00,Bandung,Hukum,2021
NIM01391,Mahasiswa_1391,Perempuan,8/7/1998 0:00,Medan,Hukum,2017
NIM01392,Mahasiswa_1392,Perempuan,3/22/2000 0:00,Bandung,Teknik Informatika,2018
NIM01393,Mahasiswa_1393,Perempuan,11/28/1996 0:00,Bandung,Manajemen,2017
NIM01394,Mahasiswa_1394,Perempuan,7/27/2001 0:00,Yogyakarta,Kedokteran,2023
NIM01395,Mahasiswa_1395,Laki-Laki,7/20/1997 0:00,Yogyakarta,Kedokteran,2020
